fact_purchased_orders_link_to_ops,fact_purchased_orders_exposed_order_id,fact_purchased_orders_order_id,dim_users_link_to_ops,dim_users_user_id,fact_purchased_orders_purchased_date,dim_users_created_date,fact_purchased_items_total_base_revenue_excluding_refund,fact_purchased_items_total_estimated_cost
https://ops.curated.com/orders/AgAAACkAeQI1IRyET_euZ9hWCRUOmw,52074-52877,urn:order:79023521-1c84-4ff7-ae67-d85609150e9b,https://ops.curated.com/consumers/AgAAAAEAQ9czeInzRNCyydKJliH_CQ,urn:user:43d73378-89f3-44d0-b2c9-d2899621ff09,2022-12-14,2022-06-07,7719.460005,4510.085
https://ops.curated.com/orders/AgAAACkAM3cOstOfQaiugyOhDn6oUg,16040-74290,urn:order:33770eb2-d39f-41a8-ae83-23a10e7ea852,https://ops.curated.com/consumers/AgAAAAEAJasHj4ChQxCHXmo8y4ZxGA,urn:user:25ab078f-80a1-4310-875e-6a3ccb867118,2022-12-27,2022-12-22,4751.8,4464.11355
https://ops.curated.com/orders/AgAAACkA1eQTKrF7RxK9UxHa1gaG4A,94714-63350,urn:order:d5e4132a-b17b-4712-bd53-11dad60686e0,https://ops.curated.com/consumers/AgAAAAEABXy33UjQSr-xSRfSQmcXkw,urn:user:057cb7dd-48d0-4abf-b149-17d242671793,2022-12-22,2022-11-28,4318.69,2505.7875
https://ops.curated.com/orders/AgAAACkAeoQur7LbS2ytE0DrTH4STg,32380-00166,urn:order:7a842eaf-b2db-4b6c-ad13-40eb4c7e124e,https://ops.curated.com/consumers/AgAAAAEAvwHoIwM0QiyR7rw_V7ajiA,urn:user:bf01e823-0334-422c-91ee-bc3f57b6a388,2022-12-03,2022-12-02,4148.23,3117.7675
https://ops.curated.com/orders/AgAAACkABsc6ajlVQRi81gPvRrSDeA,33063-59868,urn:order:06c73a6a-3955-4118-bcd6-03ef46b48378,https://ops.curated.com/consumers/AgAAAAEAkMBFEI1-T8WcAtRpOBF8fg,urn:user:90c04510-8d7e-4fc5-9c02-d46938117c7e,2022-12-22,2022-12-18,3834.799999,2026.03
https://ops.curated.com/orders/AgAAACkAtuO5-hvCTG2DSdpsg-VMuA,58070-47352,urn:order:b6e3b9fa-1bc2-4c6d-8349-da6c83e54cb8,https://ops.curated.com/consumers/AgAAAAEAVuV8hyVRTcyZQXeVu7rWLw,urn:user:56e57c87-2551-4dcc-9941-7795bbbad62f,2022-12-08,2022-12-08,3356.389998,2387.5375
https://ops.curated.com/orders/AgAAACkALLPqQAWoRgWCU8RP51_U2w,41871-49639,urn:order:2cb3ea40-05a8-4605-8253-c44fe75fd4db,https://ops.curated.com/consumers/AgAAAAEAUHh7eegTRUyw-2ENXRFUhQ,urn:user:50787b79-e813-454c-b0fb-610d5d115485,2022-12-23,2022-12-12,3353.85,2170.175
https://ops.curated.com/orders/AgAAACkAQJj3NQLQTUm0Ra-YYGdscA,92760-62975,urn:order:4098f735-02d0-4d49-b445-af9860676c70,https://ops.curated.com/consumers/AgAAAAEAVuV8hyVRTcyZQXeVu7rWLw,urn:user:56e57c87-2551-4dcc-9941-7795bbbad62f,2022-12-08,2022-12-08,3272.85,2683.2915
https://ops.curated.com/orders/AgAAACkAlcpFyQ1FQJO-FXIdkolPOw,52194-27473,urn:order:95ca45c9-0d45-4093-be15-721d92894f3b,https://ops.curated.com/consumers/AgAAAAEAsNdXTpBNRdOPxeMNGtQxlA,urn:user:b0d7574e-904d-45d3-8fc5-e30d1ad43194,2022-12-01,2022-11-28,3169.81,1562.13
https://ops.curated.com/orders/AgAAACkAl4yGfj51TduzxsXquyWb5w,99211-11964,urn:order:978c867e-3e75-4ddb-b3c6-c5eabb259be7,https://ops.curated.com/consumers/AgAAAAEAOUe6ZxxkRgqlyE81k_OiiQ,urn:user:3947ba67-1c64-460a-a5c8-4f3593f3a289,2022-11-29,2022-11-26,3064.74,1809.08
https://ops.curated.com/orders/AgAAACkABN9Xfgw0T9OX2UbNPfYWkg,51751-79656,urn:order:04df577e-0c34-4fd3-97d9-46cd3df61692,https://ops.curated.com/consumers/AgAAAAEAeIvGBcwMTo24654mxYHylw,urn:user:788bc605-cc0c-4e8d-b8eb-9e26c581f297,2022-11-28,2022-11-28,3054.96,1974.81355
https://ops.curated.com/orders/AgAAACkA2W_XwIm6RCqgjYsXBwQUcA,19675-35100,urn:order:d96fd7c0-89ba-442a-a08d-8b1707041470,https://ops.curated.com/consumers/AgAAAAEAbs1TXujURii5tefwk9XMzA,urn:user:6ecd535e-e8d4-4628-b9b5-e7f093d5cccc,2022-12-09,2021-08-22,2941.812,2843.2775
https://ops.curated.com/orders/AgAAACkAIX3gCKa7To6fwNTm-FnfOQ,98171-09781,urn:order:217de008-a6bb-4e8e-9fc0-d4e6f859df39,https://ops.curated.com/consumers/AgAAAAEAP4TunhkSTPanaqT4PsU7MA,urn:user:3f84ee9e-1912-4cf6-a76a-a4f83ec53b30,2022-11-28,2022-11-28,2890.62,1612.49
https://ops.curated.com/orders/AgAAACkAZNg1fahGReGt6wE0wl6bqw,27857-28362,urn:order:64d8357d-a846-45e1-adeb-0134c25e9bab,https://ops.curated.com/consumers/AgAAAAEAK9CTjKBMSEmFFkwlwfhd2w,urn:user:2bd0938c-a04c-4849-8516-4c25c1f85ddb,2022-11-28,2022-11-26,2843.85,1664.69
https://ops.curated.com/orders/AgAAACkA1uzURm2LRm2y6Z-zdoD72g,89528-80913,urn:order:d6ecd446-6d8b-466d-b2e9-9fb37680fbda,https://ops.curated.com/consumers/AgAAAAEAiWktFWkbTaCF4gHG7PgmFQ,urn:user:89692d15-691b-4da0-85e2-01c6ecf82615,2022-12-31,2022-12-25,2797.83,1907.65
https://ops.curated.com/orders/AgAAACkAri0YA8-lRa-6xWqebYqmnQ,86334-20074,urn:order:ae2d1803-cfa5-45af-bac5-6a9e6d8aa69d,https://ops.curated.com/consumers/AgAAAAEAcU-s-BZ9QB2t7oV0eTJF0w,urn:user:714facf8-167d-401d-adee-8574793245d3,2022-12-19,2022-12-19,2789.340005,1724.71
https://ops.curated.com/orders/AgAAACkAEH1E7KyYQhiYo_U0StbUaQ,71004-14196,urn:order:107d44ec-ac98-4218-98a3-f5344ad6d469,https://ops.curated.com/consumers/AgAAAAEAiFwWtyO9Q9KUj2ylTZFDvA,urn:user:885c16b7-23bd-43d2-948f-6ca54d9143bc,2022-12-21,2022-05-31,2729.65,2230.01206
https://ops.curated.com/orders/AgAAACkAFdnTM95PRY2ru-oUfSYDrw,20577-89622,urn:order:15d9d333-de4f-458d-abbb-ea147d2603af,https://ops.curated.com/consumers/AgAAAAEA3Xn-h3c0R_-Ev_oRiO4dOA,urn:user:dd79fe87-7734-47ff-84bf-fa1188ee1d38,2022-12-09,2021-03-12,2719.5,1709.5775
https://ops.curated.com/orders/AgAAACkADRorQdyfRN-DI9wz4yn4bw,32317-39937,urn:order:0d1a2b41-dc9f-44df-8323-dc33e329f86f,https://ops.curated.com/consumers/AgAAAAEAsL4rZUUYS06pA4CGhXTPpA,urn:user:b0be2b65-4518-4b4e-a903-80868574cfa4,2022-12-01,2021-01-02,2637.75,1658.55
https://ops.curated.com/orders/AgAAACkAGSpa0BeRRkSAzHxs52wPvg,82833-33520,urn:order:192a5ad0-1791-4644-80cc-7c6ce76c0fbe,https://ops.curated.com/consumers/AgAAAAEAssMY72PhRVS3AgxYqOzsZg,urn:user:b2c318ef-63e1-4554-b702-0c58a8ecec66,2022-12-06,2022-12-01,2600.59,1994.89
https://ops.curated.com/orders/AgAAACkAMIvdNu9EQu62CD9ehrmWlQ,86521-66803,urn:order:308bdd36-ef44-42ee-b608-3f5e86b99695,https://ops.curated.com/consumers/AgAAAAEAzzE40b-LRZemXKxDmDQE7A,urn:user:cf3138d1-bf8b-4597-a65c-ac43983404ec,2022-12-29,2022-12-29,2534.69,1576.3175
https://ops.curated.com/orders/AgAAACkAs3naoyAJSDiEtG2NlgJbJw,43918-45638,urn:order:b379daa3-2009-4838-84b4-6d8d96025b27,https://ops.curated.com/consumers/AgAAAAEAXsE0POAhTraaLYFmwaiNOw,urn:user:5ec1343c-e021-4eb6-9a2d-8166c1a88d3b,2022-12-12,2021-03-11,2464.79,1527.2315
https://ops.curated.com/orders/AgAAACkAnuB2NXteQJeglzrhhHRBEQ,74164-40551,urn:order:9ee07635-7b5e-4097-a097-3ae184744111,https://ops.curated.com/consumers/AgAAAAEAfwYzqFW-TaeqrOkt01naEg,urn:user:7f0633a8-55be-4da7-aaac-e92dd359da12,2022-12-14,2022-12-13,2443.589997,1191.12
https://ops.curated.com/orders/AgAAACkARy6yBPAuQlarLO1Xhhyt3w,41807-02429,urn:order:472eb204-f02e-4256-ab2c-ed57861caddf,https://ops.curated.com/consumers/AgAAAAEAot8t2vVQQo2gkeiUaqZmkw,urn:user:a2df2dda-f550-428d-a091-e8946aa66693,2022-12-21,2022-12-17,2429.83,1512.95
https://ops.curated.com/orders/AgAAACkA1o07PeSfROys1LbBx8QDaw,81568-92134,urn:order:d68d3b3d-e49f-44ec-acd4-b6c1c7c4036b,https://ops.curated.com/consumers/AgAAAAEAHVbl_K3eQpGMLRqKbHzCwA,urn:user:1d56e5fc-adde-4291-8c2d-1a8a6c7cc2c0,2023-01-01,2022-12-31,2428.83,1534.08851
https://ops.curated.com/orders/AgAAACkAzApl3y2gTum46FrvuxCZlg,31284-04462,urn:order:cc0a65df-2da0-4ee9-b8e8-5aefbb109996,https://ops.curated.com/consumers/AgAAAAEA7rnYBapbTvyjRhiCuIwxkQ,urn:user:eeb9d805-aa5b-4efc-a346-1882b88c3191,2022-12-09,2022-08-09,2399.73,1155.25
https://ops.curated.com/orders/AgAAACkAjVlKI9jqS0uirz1snktt7w,34136-27181,urn:order:8d594a23-d8ea-4b4b-a2af-3d6c9e4b6def,https://ops.curated.com/consumers/AgAAAAEAqNgJXoFASjWMA7cPhAunIQ,urn:user:a8d8095e-8140-4a35-8c03-b70f840ba721,2022-12-04,2022-12-03,2385.69,1674.65
https://ops.curated.com/orders/AgAAACkAH7IJbOf-TC-MVhrBrY4iDQ,54120-98379,urn:order:1fb2096c-e7fe-4c2f-8c56-1ac1ad8e220d,https://ops.curated.com/consumers/AgAAAAEAN-GVzLKLS_SCglC9hd3h8w,urn:user:37e195cc-b28b-4bf4-8282-50bd85dde1f3,2022-12-08,2022-12-07,2384.8,1524.02
https://ops.curated.com/orders/AgAAACkAlSOacKKsS3aWWfdQ-SxraA,35971-21869,urn:order:95239a70-a2ac-4b76-9659-f750f92c6b68,https://ops.curated.com/consumers/AgAAAAEA_-aKdx_7SA2Ybvry4Bk9dA,urn:user:ffe68a77-1ffb-480d-986e-faf2e0193d74,2022-12-31,2022-12-31,2334.74,1627.09
https://ops.curated.com/orders/AgAAACkABWO1twJyS7O13QaiBj-V_w,84283-18780,urn:order:0563b5b7-0272-4bb3-b5dd-06a2063f95ff,https://ops.curated.com/consumers/AgAAAAEAkOk16GCtQQGUHy7CYR3rEQ,urn:user:90e935e8-60ad-4101-941f-2ec2611deb11,2022-12-15,2022-12-15,2318.83,1503.913
https://ops.curated.com/orders/AgAAACkA2xBY41v7TFme0YVUTjAh_A,80852-35395,urn:order:db1058e3-5bfb-4c59-9ed1-85544e3021fc,https://ops.curated.com/consumers/AgAAAAEA10gg5k_QRY6Tqh9gSYSLTw,urn:user:d74820e6-4fd0-458e-93aa-1f6049848b4f,2022-12-10,2022-12-10,2315.79,1694.98
https://ops.curated.com/orders/AgAAACkAd2-j1nbmSn-OteLl9MvKbg,83027-87604,urn:order:776fa3d6-76e6-4a7f-8eb5-e2e5f4cbca6e,https://ops.curated.com/consumers/AgAAAAEA5lg7X7tPQQWrrPwunrKHZA,urn:user:e6583b5f-bb4f-4105-abac-fc2e9eb28764,2022-12-09,2022-01-14,2305.44,1816.092
https://ops.curated.com/orders/AgAAACkA1EVODrDrRkuJnXz8Ep4__g,65328-05863,urn:order:d4454e0e-b0eb-464b-899d-7cfc129e3ffe,https://ops.curated.com/consumers/AgAAAAEAWQWiroyHQf2mwFD0OtFY_Q,urn:user:5905a2ae-8c87-41fd-a6c0-50f43ad158fd,2022-12-29,2022-12-01,2294.84,1658.799
https://ops.curated.com/orders/AgAAACkA_WsxoohtR9mVBoE5ugSRFA,12631-93358,urn:order:fd6b31a2-886d-47d9-9506-8139ba049114,https://ops.curated.com/consumers/AgAAAAEALqTJnR5SQS-VqUyFr3rOnA,urn:user:2ea4c99d-1e52-412f-95a9-4c85af7ace9c,2022-12-30,2022-12-29,2289.7,1752.71645
https://ops.curated.com/orders/AgAAACkAPWf1tninTmqq8DSctpyanQ,56386-12840,urn:order:3d67f5b6-78a7-4e6a-aaf0-349cb69c9a9d,https://ops.curated.com/consumers/AgAAAAEAz8mddGMdQWKDOdBb749VKA,urn:user:cfc99d74-631d-4162-8339-d05bef8f5528,2022-12-18,2022-10-14,2267.7799999999997,1904.09
https://ops.curated.com/orders/AgAAACkAq6cFnGMeT3ajoX4yggfsPQ,06555-25581,urn:order:aba7059c-631e-4f76-a3a1-7e328207ec3d,https://ops.curated.com/consumers/AgAAAAEA9BlOPX6EThuxUh2jR26jOA,urn:user:f4194e3d-7e84-4e1b-b152-1da3476ea338,2022-12-31,2022-12-18,2249.67,1414.07315
https://ops.curated.com/orders/AgAAACkA_4iS7qHaRMerHGJ0bt9yKQ,16679-07910,urn:order:ff8892ee-a1da-44c7-ab1c-62746edf7229,https://ops.curated.com/consumers/AgAAAAEAkt8Sh5MFQgWAkIwFvo2kOw,urn:user:92df1287-9305-4205-8090-8c05be8da43b,2022-12-20,2022-12-20,2248.99,1299.78
https://ops.curated.com/orders/AgAAACkA5wKefPohTzmm0fOTDudUPQ,64081-68524,urn:order:e7029e7c-fa21-4f39-a6d1-f3930ee7543d,https://ops.curated.com/consumers/AgAAAAEA5teqpmM8SsGDkg1BTAUyFg,urn:user:e6d7aaa6-633c-4ac1-8392-0d414c053216,2022-12-24,2022-12-24,2239.0299999999997,1764.52926
https://ops.curated.com/orders/AgAAACkAFrIDS5x0QneLLO9vU_wfrg,14562-66633,urn:order:16b2034b-9c74-4277-8b2c-ef6f53fc1fae,https://ops.curated.com/consumers/AgAAAAEAI92ixjVBQduarNIZw3d-yw,urn:user:23dda2c6-3541-41db-9aac-d219c3777ecb,2022-12-12,2022-02-17,2235.3100000000004,1450.23
https://ops.curated.com/orders/AgAAACkAUKbb3o-mQPKw9R39apL2OQ,85639-09924,urn:order:50a6dbde-8fa6-40f2-b0f5-1dfd6a92f639,https://ops.curated.com/consumers/AgAAAAEAJu3AunaHTiWJ_wNSTfnBfw,urn:user:26edc0ba-7687-4e25-89ff-03524df9c17f,2022-12-05,2022-01-06,2228.85,1393.26
https://ops.curated.com/orders/AgAAACkAgIVIlqViRdagpI8Km0fICg,87472-45526,urn:order:80854896-a562-45d6-a0a4-8f0a9b47c80a,https://ops.curated.com/consumers/AgAAAAEAsd17vr5YQKCDUJbRs67ieA,urn:user:b1dd7bbe-be58-40a0-8350-96d1b3aee278,2022-12-08,2020-11-28,2223.8275,1390.94
https://ops.curated.com/orders/AgAAACkAIPq434TRQcWjXIH7uVcC8w,92036-13384,urn:order:20fab8df-84d1-41c5-a35c-81fbb95702f3,https://ops.curated.com/consumers/AgAAAAEAMlQHtFsmS7e4yhes-TQh1g,urn:user:325407b4-5b26-4bb7-b8ca-17acf93421d6,2022-12-19,2022-12-13,2215.26,1393.2
https://ops.curated.com/orders/AgAAACkAKF3sUWFLR6OPOU9PCr_H2A,77834-68765,urn:order:285dec51-614b-47a3-8f39-4f4f0abfc7d8,https://ops.curated.com/consumers/AgAAAAEAWHWoOngDQPyq9XbXT1mlVA,urn:user:5875a83a-7803-40fc-aaf5-76d74f59a554,2022-12-23,2022-03-13,2189.8100000000004,1514.423
https://ops.curated.com/orders/AgAAACkAVUau1AwSSomnuW44JEgHBQ,23832-81781,urn:order:5546aed4-0c12-4a89-a7b9-6e3824480705,https://ops.curated.com/consumers/AgAAAAEA2G292PueSaeNIIRz44-SCg,urn:user:d86dbdd8-fb9e-49a7-8d20-8473e38f920a,2022-12-27,2022-12-27,2178.9799999999996,1133.55
https://ops.curated.com/orders/AgAAACkAYHp92HpxTGeQ8bsXoHm8OA,28547-17016,urn:order:607a7dd8-7a71-4c67-90f1-bb17a079bc38,https://ops.curated.com/consumers/AgAAAAEA2wazYuZLQIS0DlrBfGV-Ew,urn:user:db06b362-e64b-4084-b40e-5ac17c657e13,2022-12-27,2022-11-24,2173.9,1707.2
https://ops.curated.com/orders/AgAAACkAoyscxLcyS8iYVGCRcxuuNw,74737-61099,urn:order:a32b1cc4-b732-4bc8-9854-6091731bae37,https://ops.curated.com/consumers/AgAAAAEAqeqV78fMT-iWjIucSYWerw,urn:user:a9ea95ef-c7cc-4fe8-968c-8b9c49859eaf,2022-12-08,2022-12-07,2164.81,1670.58
https://ops.curated.com/orders/AgAAACkAu1YupxTSRzaeCMFAUISvQg,38621-63054,urn:order:bb562ea7-14d2-4736-9e08-c1405084af42,https://ops.curated.com/consumers/AgAAAAEAssMY72PhRVS3AgxYqOzsZg,urn:user:b2c318ef-63e1-4554-b702-0c58a8ecec66,2022-12-30,2022-12-01,2148.4300000000003,2008.5725
https://ops.curated.com/orders/AgAAACkAaQeda7n-Tcyk8g5lLiLUqw,52465-85137,urn:order:69079d6b-b9fe-4dcc-a4f2-0e652e22d4ab,https://ops.curated.com/consumers/AgAAAAEAbJ8nUq1BS_eFFqJ3qplH7Q,urn:user:6c9f2752-ad41-4bf7-8516-a277aa9947ed,2022-12-03,2022-02-04,2139.88,1045.86
https://ops.curated.com/orders/AgAAACkARfvtscTGTuOzcklXIWQKYA,73082-20668,urn:order:45fbedb1-c4c6-4ee3-b372-495721640a60,https://ops.curated.com/consumers/AgAAAAEAwZAL2Uu4TDSwuZwaVsjBvA,urn:user:c1900bd9-4bb8-4c34-b0b9-9c1a56c8c1bc,2022-12-23,2022-12-23,2111.8,1666.63
https://ops.curated.com/orders/AgAAACkAyiH_8hRbRIuCqlQliU0HtA,67815-36025,urn:order:ca21fff2-145b-448b-82aa-5425894d07b4,https://ops.curated.com/consumers/AgAAAAEAhFLul2HfShuCQrp2AtTHiw,urn:user:8452ee97-61df-4a1b-8242-ba7602d4c78b,2022-12-15,2021-10-31,2099.87,1305.18
https://ops.curated.com/orders/AgAAACkAhFvZK7skQ2Os1Z9WpDRo9g,39872-29777,urn:order:845bd92b-bb24-4363-acd5-9f56a43468f6,https://ops.curated.com/consumers/AgAAAAEAd-rYBIn0S5yZkZAVsZbAEQ,urn:user:77ead804-89f4-4b9c-9991-9015b196c011,2022-12-03,2022-11-27,2098.94,1306.9375
https://ops.curated.com/orders/AgAAACkAgZ-ku7trR5ap8lvzxAAokw,89544-59102,urn:order:819fa4bb-bb6b-4796-a9f2-5bf3c4002893,https://ops.curated.com/consumers/AgAAAAEACcb9Rt_OQZy88jg-a6FGew,urn:user:09c6fd46-dfce-419c-bcf2-383e6ba1467b,2022-12-01,2021-09-06,2097.9900000000002,1861.3775
https://ops.curated.com/orders/AgAAACkAFjU8YkmRTWO2N-H7x74BWg,61927-60296,urn:order:16353c62-4991-4d63-b637-e1fbc7be015a,https://ops.curated.com/consumers/AgAAAAEA3dkpt4Q0QE-wgv1gUaeAow,urn:user:ddd929b7-8434-404f-b082-fd6051a780a3,2022-12-07,2022-12-07,2067.65,1145.72
https://ops.curated.com/orders/AgAAACkA-6Bp8akZT6qP_bN9w5o5eA,28596-78998,urn:order:fba069f1-a919-4faa-8ffd-b37dc39a3978,https://ops.curated.com/consumers/AgAAAAEAcJM4_d4iT-e2stCyMMpzmw,urn:user:709338fd-de22-4fe7-b6b2-d0b230ca739b,2022-12-29,2022-12-09,2064.8,1475.17
https://ops.curated.com/orders/AgAAACkAEyTM39WaQguchBITI6yvNA,19436-79352,urn:order:1324ccdf-d59a-420b-9c84-121323acaf34,https://ops.curated.com/consumers/AgAAAAEAAMmkExj1RUWfWWoQhulodg,urn:user:00c9a413-18f5-4545-9f59-6a1086e96876,2022-12-28,2022-12-27,2044.83,1408.019
https://ops.curated.com/orders/AgAAACkAjEEBKLbSTMSqGCCaJUXcbQ,14638-76117,urn:order:8c410128-b6d2-4cc4-aa18-209a2545dc6d,https://ops.curated.com/consumers/AgAAAAEAjqNChQSZSr-HHXRA4qB7eQ,urn:user:8ea34285-0499-4abf-871d-7440e2a07b79,2022-12-26,2022-12-23,2009.74,1284.65
https://ops.curated.com/orders/AgAAACkAyFibOmwdQ7aZbv43GmN6Tg,52447-84275,urn:order:c8589b3a-6c1d-43b6-996e-fe371a637a4e,https://ops.curated.com/consumers/AgAAAAEAYpmPEU-JQjCfiuPi6hdbTw,urn:user:62998f11-4f89-4230-9f8a-e3e2ea175b4f,2022-12-11,2022-12-08,2000.1899999999998,1404.13
https://ops.curated.com/orders/AgAAACkA4vOmbCZTQMGbIBoEaecaIg,68966-52237,urn:order:e2f3a66c-2653-40c1-9b20-1a0469e71a22,https://ops.curated.com/consumers/AgAAAAEAxeWS24MHQYudpS19jVEf-w,urn:user:c5e592db-8307-418b-9da5-2d7d8d511ffb,2022-12-10,2022-12-09,1994.94,1027.7575
https://ops.curated.com/orders/AgAAACkAIIW_y0-tQ8u476hCUvdFPA,97479-69633,urn:order:2085bfcb-4fad-43cb-b8ef-a84252f7453c,https://ops.curated.com/consumers/AgAAAAEAnhEKpvtVTeubottjina7IQ,urn:user:9e110aa6-fb55-4deb-9ba2-db638a76bb21,2022-12-30,2022-12-30,1991.09,1218.47
https://ops.curated.com/orders/AgAAACkAk5qLj65bReCjmofNF1ixLQ,85252-56836,urn:order:939a8b8f-ae5b-45e0-a39a-87cd1758b12d,https://ops.curated.com/consumers/AgAAAAEAY2WPN96aQ_mMTpdFD01Yjg,urn:user:63658f37-de9a-43f9-8c4e-97450f4d588e,2022-12-21,2022-12-21,1990.19,1273.42
https://ops.curated.com/orders/AgAAACkASLq71K3SSTK9QMd1SkUECQ,69439-28182,urn:order:48babbd4-add2-4932-bd40-c7754a450409,https://ops.curated.com/consumers/AgAAAAEA_AcYvbSBTQCaj4NZrOBwHA,urn:user:fc0718bd-b481-4d00-9a8f-8359ace0701c,2022-11-29,2022-11-29,1984.8700000000001,1933.8445
https://ops.curated.com/orders/AgAAACkADGKP-mTYScSoVtULUUqGzw,35334-55511,urn:order:0c628ffa-64d8-49c4-a856-d50b514a86cf,https://ops.curated.com/consumers/AgAAAAEAmc8XYUzWRdSGb0wdRqaJeg,urn:user:99cf1761-4cd6-45d4-866f-4c1d46a6897a,2022-12-03,2022-11-02,1984.78,1226.6975
https://ops.curated.com/orders/AgAAACkApsivmVkCQVipVYCfIXpLeA,67090-86565,urn:order:a6c8af99-5902-4158-a955-809f217a4b78,https://ops.curated.com/consumers/AgAAAAEA3wjL-JiUQ-y8iLiQ_ubACQ,urn:user:df08cbf8-9894-43ec-bc88-b890fee6c009,2022-12-14,2022-12-12,1977.5900000000001,1259.13
https://ops.curated.com/orders/AgAAACkA--8ftKgCRqilflwgxR-9zA,35666-78740,urn:order:fbef1fb4-a802-46a8-a57e-5c20c51fbdcc,https://ops.curated.com/consumers/AgAAAAEAtUdLDVdGRYi9upZ9v0YdjQ,urn:user:b5474b0d-5746-4588-bdba-967dbf461d8d,2022-12-27,2022-12-25,1943.75,1083.45
https://ops.curated.com/orders/AgAAACkAaLBqmowvRzCP2FWks-lgFQ,08973-51224,urn:order:68b06a9a-8c2f-4730-8fd8-55a4b3e96015,https://ops.curated.com/consumers/AgAAAAEAKmyqZ7tyTMilJfBoHl5JcA,urn:user:2a6caa67-bb72-4cc8-a525-f0681e5e4970,2022-12-15,2021-12-14,1939.84,1975.309
https://ops.curated.com/orders/AgAAACkALL8XFKaASXKB_yuRfWLIPw,94460-16861,urn:order:2cbf1714-a680-4972-81ff-2b917d62c83f,https://ops.curated.com/consumers/AgAAAAEAnrLHS3QbR_GTza7aRvGOOw,urn:user:9eb2c74b-741b-47f1-93cd-aeda46f18e3b,2022-11-28,2022-11-25,1929.85,1486.3375
https://ops.curated.com/orders/AgAAACkALa8Jft2IQfu_bx0GtaEkXw,09934-43635,urn:order:2daf097e-dd88-41fb-bf6f-1d06b5a1245f,https://ops.curated.com/consumers/AgAAAAEAdQMtSIRhS16JhZg6i9U-Nw,urn:user:75032d48-8461-4b5e-8985-983a8bd53e37,2022-12-08,2022-12-08,1919.79,1731.78
https://ops.curated.com/orders/AgAAACkAG4-EkXDgTIu0mNGOr9UcZg,66783-15611,urn:order:1b8f8491-70e0-4c8b-b498-d18eafd51c66,https://ops.curated.com/consumers/AgAAAAEAN0GYlVtfRcSODgzOz5q5gg,urn:user:37419895-5b5f-45c4-8e0e-0ccecf9ab982,2022-12-09,2022-09-24,1919.67,1174.43
https://ops.curated.com/orders/AgAAACkA5nPtX12qRua-39UVxrXNxg,69234-96370,urn:order:e673ed5f-5daa-46e6-bedf-d515c6b5cdc6,https://ops.curated.com/consumers/AgAAAAEAGdX-nAEuTjaf5FSlINqBog,urn:user:19d5fe9c-012e-4e36-9fe4-54a520da81a2,2022-12-09,2021-12-30,1918,1732.89345
https://ops.curated.com/orders/AgAAACkAwilyO3TaQvSJWhcCBEgcAw,53113-20820,urn:order:c229723b-74da-42f4-895a-170204481c03,https://ops.curated.com/consumers/AgAAAAEAjobvNjVSR6-q9-jNrU5Pzw,urn:user:8e86ef36-3552-47af-aaf7-e8cdad4e4fcf,2022-12-06,2022-12-06,1909.840001,906.74
https://ops.curated.com/orders/AgAAACkAPyywepXER-qXIpp9Lxftag,85088-56427,urn:order:3f2cb07a-95c4-47ea-9722-9a7d2f17ed6a,https://ops.curated.com/consumers/AgAAAAEAKXfNLOkNQVqvFSpSdKEBxw,urn:user:2977cd2c-e90d-415a-af15-2a5274a101c7,2022-12-10,2020-12-10,1899.89,1482.4175
https://ops.curated.com/orders/AgAAACkAPx-sGYmJRoKsuMIfghTG2A,33409-96148,urn:order:3f1fac19-8989-4682-acb8-c21f8214c6d8,https://ops.curated.com/consumers/AgAAAAEACZhKXApJSDiqFJH7BpyvEw,urn:user:09984a5c-0a49-4838-aa14-91fb069caf13,2022-12-04,2022-12-04,1899.7499999999998,1740.67
https://ops.curated.com/orders/AgAAACkASb5V31r5RP-a7PD1Dss-ww,63368-10815,urn:order:49be55df-5af9-44ff-9aec-f0f50ecb3ec3,https://ops.curated.com/consumers/AgAAAAEABS9_gPj-Rp6dAKyaqILO4Q,urn:user:052f7f80-f8fe-469e-9d00-ac9aa882cee1,2022-12-13,2022-12-13,1889.87,1153.4175
https://ops.curated.com/orders/AgAAACkAV6U_VkX3Qs2-ylQlm3ZqPw,69705-81570,urn:order:57a53f56-45f7-42cd-beca-54259b766a3f,https://ops.curated.com/consumers/AgAAAAEAnXYeqGuqRfygsIidZxp_UQ,urn:user:9d761ea8-6baa-45fc-a0b0-889d671a7f51,2022-12-20,2022-12-20,1884.8700000000001,518.6
https://ops.curated.com/orders/AgAAACkAObe6m1idRSeze5Y0C-iynA,48761-52767,urn:order:39b7ba9b-589d-4527-b37b-96340be8b29c,https://ops.curated.com/consumers/AgAAAAEATY47AgEoTsO7v4wn5fgb6Q,urn:user:4d8e3b02-0128-4ec3-bbbf-8c27e5f81be9,2022-12-06,2022-12-06,1869.9,1389.84
https://ops.curated.com/orders/AgAAACkAYkeRZb-ASeSZ2m2wJXeEiQ,13093-62711,urn:order:62479165-bf80-49e4-99da-6db025778489,https://ops.curated.com/consumers/AgAAAAEAvvKoKTtzTmCe2bxImYlR8Q,urn:user:bef2a829-3b73-4e60-9ed9-bc48998951f1,2022-12-13,2022-12-13,1865.89,1013.18
