attributed_at_date,source_group,source,spend_usd
6/3/22,paid,google ads,"$1,020.60 "
6/3/22,paid,facebook ads,$389.77 
6/3/22,paid,bing ads,$29.18 
6/2/22,paid,google ads,"$1,261.97 "
6/2/22,paid,facebook ads,$390.85 
6/2/22,paid,bing ads,$21.21 
6/1/22,paid,facebook ads,$392.97 
6/1/22,paid,bing ads,$24.12 
6/1/22,paid,google ads,"$1,372.03 "
5/31/22,paid,bing ads,$34.73 
5/31/22,paid,google ads,"$1,595.03 "
5/31/22,paid,facebook ads,$396.19 
5/30/22,paid,google ads,"$1,950.09 "
5/30/22,paid,facebook ads,$410.24 
5/30/22,paid,bing ads,$18.36 
5/29/22,paid,google ads,"$1,548.27 "
5/29/22,paid,bing ads,$22.34 
5/29/22,paid,facebook ads,$428.69 
5/28/22,paid,bing ads,$31.90 
5/28/22,paid,facebook ads,$396.65 
5/28/22,paid,google ads,"$1,549.17 "
5/27/22,paid,google ads,"$1,110.62 "
5/27/22,paid,facebook ads,$385.96 
5/27/22,paid,bing ads,$41.43 
5/26/22,paid,bing ads,$34.98 
5/26/22,paid,google ads,"$1,205.87 "
5/26/22,paid,facebook ads,$379.72 
5/25/22,paid,facebook ads,$391.10 
5/25/22,paid,bing ads,$32.23 
5/25/22,paid,google ads,"$1,268.53 "
5/24/22,paid,facebook ads,$399.56 
5/24/22,paid,google ads,"$1,073.17 "
5/24/22,paid,bing ads,$32.71 
5/23/22,paid,google ads,"$1,302.07 "
5/23/22,paid,bing ads,$25.68 
5/23/22,paid,facebook ads,$412.03 
5/22/22,paid,facebook ads,$434.98 
5/22/22,paid,google ads,"$1,533.62 "
5/22/22,paid,bing ads,$26.64 
5/21/22,paid,facebook ads,$390.57 
5/21/22,paid,google ads,"$1,140.90 "
5/21/22,paid,bing ads,$34.81 
5/20/22,paid,google ads,"$1,003.02 "
5/20/22,paid,bing ads,$24.37 
5/20/22,paid,facebook ads,$390.31 
5/19/22,paid,bing ads,$19.59 
5/19/22,paid,facebook ads,$390.68 
5/19/22,paid,google ads,$951.48 
5/18/22,paid,facebook ads,$398.12 
5/18/22,paid,bing ads,$16.43 
5/18/22,paid,google ads,$996.85 
5/17/22,paid,bing ads,$16.14 
5/17/22,paid,facebook ads,$390.41 
5/17/22,paid,google ads,$853.51 
5/16/22,paid,google ads,"$1,107.81 "
5/16/22,paid,bing ads,$21.50 
5/16/22,paid,facebook ads,$414.90 
5/15/22,paid,bing ads,$30.80 
5/15/22,paid,google ads,"$1,139.62 "
5/15/22,paid,facebook ads,$425.01 
5/14/22,paid,bing ads,$19.95 
5/14/22,paid,google ads,"$1,092.73 "
5/14/22,paid,facebook ads,$413.31 
5/13/22,paid,bing ads,$25.46 
5/13/22,paid,google ads,$824.82 
5/13/22,paid,facebook ads,$393.66 
5/12/22,paid,google ads,"$1,239.11 "
5/12/22,paid,facebook ads,$386.39 
5/12/22,paid,bing ads,$20.55 
5/11/22,paid,bing ads,$17.74 
5/11/22,paid,google ads,"$1,059.68 "
5/11/22,paid,facebook ads,$389.43 
5/10/22,paid,facebook ads,$402.86 
5/10/22,paid,bing ads,$26.25 
5/10/22,paid,google ads,"$1,323.97 "
5/9/22,paid,bing ads,$25.44 
5/9/22,paid,facebook ads,$409.62 
5/9/22,paid,google ads,"$1,506.71 "
5/8/22,paid,google ads,"$1,874.36 "
5/8/22,paid,bing ads,$12.84 
5/8/22,paid,facebook ads,$395.63 
5/7/22,paid,facebook ads,$425.18 
5/7/22,paid,google ads,"$1,761.36 "
5/7/22,paid,bing ads,$12.39 
5/6/22,paid,google ads,"$1,642.61 "
5/6/22,paid,bing ads,$26.48 
5/6/22,paid,facebook ads,$372.27 
5/5/22,paid,bing ads,$48.21 
5/5/22,paid,google ads,"$1,561.95 "
5/5/22,paid,facebook ads,$380.69 
5/4/22,paid,facebook ads,$392.61 
5/4/22,paid,google ads,"$1,673.30 "
5/4/22,paid,bing ads,$46.02 
5/3/22,paid,google ads,"$1,748.86 "
5/3/22,paid,facebook ads,$394.47 
5/3/22,paid,bing ads,$36.47 
5/2/22,paid,google ads,"$2,095.58 "
5/2/22,paid,bing ads,$43.88 
5/2/22,paid,facebook ads,$393.53 
5/1/22,paid,bing ads,$34.86 
5/1/22,paid,google ads,"$1,943.00 "
5/1/22,paid,facebook ads,$897.51 
4/30/22,paid,google ads,"$1,523.77 "
4/30/22,paid,facebook ads,$923.13 
4/30/22,paid,bing ads,$37.60 
4/29/22,paid,google ads,"$1,568.58 "
4/29/22,paid,facebook ads,$802.64 
4/29/22,paid,bing ads,$31.92 
4/28/22,paid,bing ads,$33.28 
4/28/22,paid,google ads,"$1,633.22 "
4/28/22,paid,facebook ads,$787.98 
4/27/22,paid,google ads,"$1,565.92 "
4/27/22,paid,bing ads,$16.15 
4/27/22,paid,facebook ads,$842.42 
4/26/22,paid,google ads,"$1,692.83 "
4/26/22,paid,bing ads,$15.26 
4/26/22,paid,facebook ads,$869.07 
4/25/22,paid,facebook ads,$951.26 
4/25/22,paid,google ads,"$1,804.07 "
4/25/22,paid,bing ads,$28.80 
4/24/22,paid,facebook ads,"$1,348.65 "
4/24/22,paid,bing ads,$41.83 
4/24/22,paid,google ads,"$1,639.12 "
4/23/22,paid,facebook ads,"$1,294.86 "
4/23/22,paid,bing ads,$28.73 
4/23/22,paid,google ads,"$1,392.64 "
4/22/22,paid,bing ads,$27.64 
4/22/22,paid,facebook ads,"$1,267.08 "
4/22/22,paid,google ads,"$1,253.00 "
4/21/22,paid,bing ads,$28.91 
4/21/22,paid,facebook ads,"$1,285.31 "
4/21/22,paid,google ads,"$1,429.91 "
4/20/22,paid,facebook ads,"$1,249.92 "
4/20/22,paid,bing ads,$31.57 
4/20/22,paid,google ads,"$1,490.29 "
4/19/22,paid,facebook ads,"$1,294.50 "
4/19/22,paid,bing ads,$39.00 
4/19/22,paid,google ads,"$1,887.51 "
4/18/22,paid,bing ads,$33.38 
4/18/22,paid,facebook ads,"$1,326.28 "
4/18/22,paid,google ads,"$2,075.84 "
4/17/22,paid,facebook ads,"$1,356.03 "
4/17/22,paid,google ads,"$2,344.84 "
4/17/22,paid,bing ads,$32.50 
4/16/22,paid,facebook ads,"$1,451.76 "
4/16/22,paid,google ads,"$2,459.19 "
4/16/22,paid,bing ads,$30.67 
4/15/22,paid,google ads,"$2,217.34 "
4/15/22,paid,facebook ads,"$1,173.43 "
4/15/22,paid,bing ads,$33.19 
4/14/22,paid,facebook ads,"$1,250.07 "
4/14/22,paid,bing ads,$36.75 
4/14/22,paid,google ads,"$2,577.33 "
4/13/22,paid,bing ads,$32.98 
4/13/22,paid,google ads,"$2,443.01 "
4/13/22,paid,facebook ads,"$1,245.73 "
4/12/22,paid,bing ads,$32.55 
4/12/22,paid,google ads,"$2,961.75 "
4/12/22,paid,facebook ads,"$1,306.79 "
4/11/22,paid,google ads,"$3,133.77 "
4/11/22,paid,facebook ads,"$1,319.34 "
4/11/22,paid,bing ads,$33.70 
4/10/22,paid,google ads,"$3,440.35 "
4/10/22,paid,bing ads,$46.84 
4/10/22,paid,facebook ads,"$1,302.40 "
4/9/22,paid,bing ads,$65.61 
4/9/22,paid,google ads,"$3,289.82 "
4/9/22,paid,facebook ads,"$1,411.17 "
4/8/22,paid,facebook ads,"$1,340.30 "
4/8/22,paid,bing ads,$89.11 
4/8/22,paid,google ads,"$2,837.02 "
4/7/22,paid,facebook ads,"$1,350.06 "
4/7/22,paid,bing ads,$82.85 
4/7/22,paid,google ads,"$3,265.42 "
4/6/22,paid,bing ads,$58.05 
4/6/22,paid,google ads,"$3,168.52 "
4/6/22,paid,facebook ads,"$1,206.28 "
4/5/22,paid,facebook ads,"$1,306.42 "
4/5/22,paid,bing ads,$43.39 
4/5/22,paid,google ads,"$3,011.34 "
4/4/22,paid,facebook ads,"$1,209.10 "
4/4/22,paid,google ads,"$3,764.03 "
4/4/22,paid,bing ads,$63.64 
4/3/22,paid,facebook ads,"$1,261.95 "
4/3/22,paid,bing ads,$74.24 
4/3/22,paid,google ads,"$4,659.79 "
4/2/22,paid,google ads,"$4,223.68 "
4/2/22,paid,bing ads,$76.41 
4/2/22,paid,facebook ads,"$1,467.15 "
4/1/22,paid,facebook ads,"$1,236.27 "
4/1/22,paid,google ads,"$3,575.28 "
4/1/22,paid,bing ads,$91.09 
3/31/22,paid,facebook ads,"$1,207.07 "
3/31/22,paid,google ads,"$3,517.48 "
3/31/22,paid,bing ads,$93.38 
3/30/22,paid,bing ads,$91.49 
3/30/22,paid,google ads,"$4,795.37 "
3/30/22,paid,facebook ads,"$1,252.26 "
3/29/22,paid,bing ads,$74.62 
3/29/22,paid,google ads,"$5,434.45 "
3/29/22,paid,facebook ads,"$1,229.44 "
3/28/22,paid,bing ads,$77.55 
3/28/22,paid,facebook ads,"$1,086.48 "
3/28/22,paid,google ads,"$5,105.69 "
3/27/22,paid,bing ads,$79.33 
3/27/22,paid,google ads,"$6,477.17 "
3/27/22,paid,facebook ads,"$1,270.01 "
3/26/22,paid,facebook ads,"$1,346.04 "
3/26/22,paid,google ads,"$6,121.58 "
3/26/22,paid,bing ads,$90.46 
3/25/22,paid,bing ads,$79.49 
3/25/22,paid,facebook ads,"$1,301.82 "
3/25/22,paid,google ads,"$5,719.72 "
3/24/22,paid,facebook ads,"$1,267.18 "
3/24/22,paid,google ads,"$5,563.83 "
3/24/22,paid,bing ads,$113.86 
3/23/22,paid,facebook ads,"$1,158.80 "
3/23/22,paid,bing ads,$145.02 
3/23/22,paid,google ads,"$7,219.40 "
3/22/22,paid,bing ads,$111.25 
3/22/22,paid,facebook ads,"$1,167.63 "
3/22/22,paid,google ads,"$4,316.67 "
3/21/22,paid,bing ads,$64.08 
3/21/22,paid,google ads,"$4,960.78 "
3/21/22,paid,facebook ads,"$1,060.77 "
3/20/22,paid,google ads,"$6,554.43 "
3/20/22,paid,facebook ads,"$1,447.03 "
3/20/22,paid,bing ads,$30.46 
3/19/22,paid,facebook ads,"$1,567.37 "
3/19/22,paid,bing ads,$36.89 
3/19/22,paid,google ads,"$5,168.60 "
3/18/22,paid,bing ads,$32.17 
3/18/22,paid,facebook ads,"$1,540.07 "
3/18/22,paid,google ads,"$4,792.05 "
3/17/22,paid,google ads,"$3,957.66 "
3/17/22,paid,facebook ads,"$1,400.36 "
3/17/22,paid,bing ads,$28.84 
3/16/22,paid,bing ads,$49.74 
3/16/22,paid,google ads,"$4,310.92 "
3/16/22,paid,facebook ads,"$1,392.16 "
3/15/22,paid,facebook ads,"$1,478.41 "
3/15/22,paid,google ads,"$5,766.73 "
3/15/22,paid,bing ads,$62.90 
3/14/22,paid,google ads,"$6,794.94 "
3/14/22,paid,facebook ads,"$1,617.22 "
3/14/22,paid,bing ads,$69.26 
3/13/22,paid,bing ads,$81.14 
3/13/22,paid,google ads,"$7,601.85 "
3/13/22,paid,facebook ads,"$1,823.77 "
3/12/22,paid,facebook ads,"$1,545.05 "
3/12/22,paid,google ads,"$7,016.72 "
3/12/22,paid,bing ads,$95.65 
3/11/22,paid,google ads,"$5,584.67 "
3/11/22,paid,facebook ads,"$2,026.18 "
3/11/22,paid,bing ads,$98.05 
3/10/22,paid,google ads,"$6,366.29 "
3/10/22,paid,bing ads,$127.88 
3/10/22,paid,facebook ads,"$2,468.11 "
3/9/22,paid,google ads,"$8,078.15 "
3/9/22,paid,bing ads,$146.11 
3/9/22,paid,facebook ads,"$2,593.12 "
3/8/22,paid,google ads,"$7,757.76 "
3/8/22,paid,bing ads,$112.21 
3/8/22,paid,facebook ads,"$3,260.54 "
3/7/22,paid,bing ads,$142.46 
3/7/22,paid,google ads,"$9,743.25 "
3/7/22,paid,facebook ads,"$3,766.61 "
3/6/22,paid,google ads,"$15,501.41 "
3/6/22,paid,facebook ads,"$6,540.82 "
3/6/22,paid,bing ads,$112.03 
3/5/22,paid,google ads,"$12,933.68 "
3/5/22,paid,bing ads,$113.74 
3/5/22,paid,facebook ads,"$7,249.98 "
3/4/22,paid,facebook ads,"$6,762.09 "
3/4/22,paid,bing ads,$107.76 
3/4/22,paid,google ads,"$10,579.19 "
3/3/22,paid,facebook ads,"$6,499.30 "
3/3/22,paid,bing ads,$137.02 
3/3/22,paid,google ads,"$10,257.14 "
3/2/22,paid,google ads,"$9,972.80 "
3/2/22,paid,bing ads,$136.74 
3/2/22,paid,facebook ads,"$6,345.98 "
3/1/22,paid,facebook ads,"$5,222.39 "
3/1/22,paid,google ads,"$10,901.10 "
3/1/22,paid,bing ads,$170.15 
2/28/22,paid,google ads,"$10,416.82 "
2/28/22,paid,facebook ads,"$6,481.79 "
2/28/22,paid,bing ads,$254.60 
2/27/22,paid,facebook ads,"$6,543.28 "
2/27/22,paid,bing ads,$229.26 
2/27/22,paid,google ads,"$11,822.12 "
2/26/22,paid,google ads,"$10,735.81 "
2/26/22,paid,facebook ads,"$6,836.82 "
2/26/22,paid,bing ads,$175.33 
2/25/22,paid,facebook ads,"$6,501.12 "
2/25/22,paid,bing ads,$211.02 
2/25/22,paid,google ads,"$8,955.06 "
2/24/22,paid,facebook ads,"$5,850.01 "
2/24/22,paid,bing ads,$154.98 
2/24/22,paid,google ads,"$9,097.82 "
2/23/22,paid,facebook ads,"$5,708.83 "
2/23/22,paid,bing ads,$176.99 
2/23/22,paid,google ads,"$14,064.77 "
2/22/22,paid,facebook ads,"$6,485.77 "
2/22/22,paid,bing ads,$237.24 
2/22/22,paid,google ads,"$15,649.12 "
2/21/22,paid,google ads,"$19,466.86 "
2/21/22,paid,facebook ads,"$6,131.33 "
2/21/22,paid,bing ads,$258.80 
2/20/22,paid,bing ads,$255.83 
2/20/22,paid,facebook ads,"$5,917.16 "
2/20/22,paid,google ads,"$24,500.58 "
2/19/22,paid,google ads,"$21,901.61 "
2/19/22,paid,bing ads,$244.86 
2/19/22,paid,facebook ads,"$4,684.25 "
2/18/22,paid,facebook ads,"$4,287.98 "
2/18/22,paid,google ads,"$17,452.23 "
2/18/22,paid,bing ads,$264.53 
2/17/22,paid,facebook ads,"$5,838.94 "
2/17/22,paid,bing ads,$286.55 
2/17/22,paid,google ads,"$18,802.99 "
2/16/22,paid,bing ads,$293.37 
2/16/22,paid,facebook ads,"$5,302.57 "
2/16/22,paid,google ads,"$21,560.32 "
2/15/22,paid,facebook ads,"$5,242.59 "
2/15/22,paid,bing ads,$273.72 
2/15/22,paid,google ads,"$20,081.80 "
2/14/22,paid,facebook ads,"$4,809.39 "
2/14/22,paid,google ads,"$21,616.07 "
2/14/22,paid,bing ads,$254.42 
2/13/22,paid,facebook ads,"$6,445.70 "
2/13/22,paid,bing ads,$225.83 
2/13/22,paid,google ads,"$24,006.53 "
2/12/22,paid,facebook ads,"$6,286.10 "
2/12/22,paid,google ads,"$22,934.58 "
2/12/22,paid,bing ads,$188.32 
2/11/22,paid,facebook ads,"$6,539.81 "
2/11/22,paid,bing ads,$273.24 
2/11/22,paid,google ads,"$18,929.79 "
2/10/22,paid,google ads,"$21,148.35 "
2/10/22,paid,facebook ads,"$6,119.36 "
2/10/22,paid,bing ads,$312.74 
2/9/22,paid,facebook ads,"$4,728.20 "
2/9/22,paid,google ads,"$20,137.53 "
2/9/22,paid,bing ads,$272.56 
2/8/22,paid,bing ads,$297.13 
2/8/22,paid,google ads,"$25,502.19 "
2/8/22,paid,facebook ads,"$6,668.06 "
2/7/22,paid,facebook ads,"$6,707.50 "
2/7/22,paid,bing ads,$304.81 
2/7/22,paid,google ads,"$19,293.93 "
2/6/22,paid,google ads,"$26,888.22 "
2/6/22,paid,facebook ads,"$6,680.20 "
2/6/22,paid,bing ads,$278.28 
2/5/22,paid,google ads,"$23,010.79 "
2/5/22,paid,facebook ads,"$6,668.46 "
2/5/22,paid,bing ads,$211.09 
2/4/22,paid,bing ads,$251.62 
2/4/22,paid,facebook ads,"$6,241.37 "
2/4/22,paid,google ads,"$17,411.49 "
2/3/22,paid,google ads,"$18,176.61 "
2/3/22,paid,bing ads,$285.69 
2/3/22,paid,facebook ads,"$6,922.34 "
2/2/22,paid,google ads,"$17,178.59 "
2/2/22,paid,facebook ads,"$5,514.84 "
2/2/22,paid,bing ads,$253.94 
2/1/22,paid,bing ads,$245.89 
2/1/22,paid,google ads,"$17,642.85 "
2/1/22,paid,facebook ads,"$5,387.18 "
1/31/22,paid,google ads,"$17,012.96 "
1/31/22,paid,facebook ads,"$4,819.86 "
1/31/22,paid,bing ads,$288.89 
1/30/22,paid,google ads,"$31,131.32 "
1/30/22,paid,facebook ads,"$5,513.29 "
1/30/22,paid,bing ads,$269.10 
1/29/22,paid,facebook ads,"$5,390.84 "
1/29/22,paid,google ads,"$35,070.72 "
1/29/22,paid,bing ads,$179.08 
1/28/22,paid,google ads,"$18,261.38 "
1/28/22,paid,facebook ads,"$5,695.74 "
1/28/22,paid,bing ads,$162.25 
1/27/22,paid,google ads,"$13,838.48 "
1/27/22,paid,facebook ads,"$4,847.56 "
1/27/22,paid,bing ads,$216.43 
1/26/22,paid,google ads,"$14,068.33 "
1/26/22,paid,bing ads,$178.22 
1/26/22,paid,facebook ads,"$6,107.58 "
1/25/22,paid,facebook ads,"$6,027.22 "
1/25/22,paid,bing ads,$211.20 
1/25/22,paid,google ads,"$13,384.85 "
1/24/22,paid,bing ads,$81.39 
1/24/22,paid,facebook ads,"$5,490.47 "
1/24/22,paid,google ads,"$14,362.85 "
1/23/22,paid,google ads,"$17,748.50 "
1/23/22,paid,facebook ads,"$5,028.46 "
1/23/22,paid,bing ads,$121.72 
1/22/22,paid,facebook ads,"$4,026.57 "
1/22/22,paid,bing ads,$104.14 
1/22/22,paid,google ads,"$16,172.15 "
1/21/22,paid,google ads,"$14,259.74 "
1/21/22,paid,bing ads,$93.74 
1/21/22,paid,facebook ads,"$5,238.26 "
1/20/22,paid,google ads,"$13,357.40 "
1/20/22,paid,facebook ads,"$5,517.22 "
1/20/22,paid,bing ads,$103.67 
1/19/22,paid,facebook ads,"$5,342.24 "
1/19/22,paid,bing ads,$124.04 
1/19/22,paid,google ads,"$16,607.16 "
1/18/22,paid,bing ads,$168.19 
1/18/22,paid,google ads,"$20,348.89 "
1/18/22,paid,facebook ads,"$6,330.22 "
1/17/22,paid,facebook ads,"$6,158.63 "
1/17/22,paid,google ads,"$23,427.19 "
1/17/22,paid,bing ads,$193.18 
1/16/22,paid,google ads,"$25,429.79 "
1/16/22,paid,facebook ads,"$7,497.80 "
1/16/22,paid,bing ads,$137.20 
1/15/22,paid,google ads,"$25,873.39 "
1/15/22,paid,facebook ads,"$7,145.59 "
1/15/22,paid,bing ads,$141.61 
1/14/22,paid,facebook ads,"$6,781.16 "
1/14/22,paid,google ads,"$16,218.18 "
1/14/22,paid,bing ads,$149.05 
1/13/22,paid,google ads,"$17,470.65 "
1/13/22,paid,facebook ads,"$5,861.79 "
1/13/22,paid,bing ads,$162.44 
1/12/22,paid,bing ads,$173.90 
1/12/22,paid,facebook ads,"$5,743.92 "
1/12/22,paid,google ads,"$17,010.43 "
1/11/22,paid,bing ads,$199.66 
1/11/22,paid,google ads,"$19,010.35 "
1/11/22,paid,facebook ads,"$6,440.09 "
1/10/22,paid,bing ads,$192.52 
1/10/22,paid,facebook ads,"$9,002.77 "
1/10/22,paid,google ads,"$20,485.79 "
1/9/22,paid,google ads,"$21,656.71 "
1/9/22,paid,facebook ads,"$8,748.73 "
1/9/22,paid,bing ads,$182.98 
1/8/22,paid,google ads,"$22,849.34 "
1/8/22,paid,bing ads,$182.67 
1/8/22,paid,facebook ads,"$10,054.01 "
1/7/22,paid,facebook ads,"$7,292.43 "
1/7/22,paid,bing ads,$229.14 
1/7/22,paid,google ads,"$21,187.91 "
1/6/22,paid,google ads,"$21,405.54 "
1/6/22,paid,facebook ads,"$6,990.13 "
1/6/22,paid,bing ads,$269.14 
1/5/22,paid,bing ads,$370.43 
1/5/22,paid,facebook ads,"$6,866.43 "
1/5/22,paid,google ads,"$17,594.96 "
1/4/22,paid,facebook ads,"$8,862.56 "
1/4/22,paid,google ads,"$16,800.34 "
1/4/22,paid,bing ads,$374.11 
1/3/22,paid,bing ads,$385.65 
1/3/22,paid,google ads,"$17,255.66 "
1/3/22,paid,facebook ads,"$7,125.03 "
